"","recipient","removal_rate","partners","acts_per_day","transmission_risk_per_act","transmission_risk_per_day","source","infectionTime","sampleTime","cumulative_partners","cumulative_transmissions"
"1021",1021,5e-04,4,0.259237086956536,0.00128467745907855,0.00133211253938392,679,389,754,0,0
"1022",1022,5e-04,0,0.200994400167838,0.000728977768515156,0,132,390,755,0,0
"1023",1023,5e-04,0,0.150544379744679,0.00111082132162993,0,150,390,755,0,0
"1024",1024,5e-04,0,0.109318186948076,0.00097317593611573,0,193,390,755,0,0
"1025",1025,5e-04,0,0.952636048489871,0.00111563435569444,0,310,390,755,0,0
"1026",1026,5e-04,1,0.488890654553507,0.000973091131311967,0.000475853523011049,466,390,755,0,0
"1027",1027,5e-04,3,0.128795854607597,0.000894935984811147,0.000345887125489996,534,390,755,0,0
"1028",1028,5e-04,2,0.0361149242138162,0.000876680857153833,6.33482919000228e-05,555,390,755,0,0
"1029",1029,5e-04,0,0.132552211393375,0.00136897588297357,0,581,390,755,0,0
"1030",1030,5e-04,0,0.254778859564999,0.000903201063839797,0,593,390,755,0,0
"1031",1031,5e-04,5,0.0832462560385466,0.000875089204487198,0.00036433257869195,686,390,755,0,0
"1032",1032,5e-04,0,0.404280723059986,0.000899011802295676,0,55,391,756,0,0
"1033",1033,5e-04,1,0.654270046139004,0.00101063111037614,0.000661341233540114,137,391,756,0,0
"1034",1034,5e-04,0,0.644399016762377,0.00107361728524235,0,151,391,756,0,0
"1035",1035,5e-04,2,0.0870001988019794,0.000993835493336091,0.000172998792831058,172,391,756,0,0
"1036",1036,5e-04,0,0.0173741020608925,0.000886563659252774,0,283,391,756,0,0
"1037",1037,5e-04,2,1.08658916366504,0.00111093478326318,0.00241268621313984,292,391,756,0,0
"1038",1038,5e-04,1,0.00533101810142398,0.00107536508202003,5.73585890084605e-06,358,391,756,0,0
"1039",1039,5e-04,1,0.0757977611548493,0.00112169940026463,8.5066405298817e-05,448,391,756,0,0
"1040",1040,5e-04,0,0.201416024146602,0.0010037619303155,0,463,391,756,0,0
"1041",1041,5e-04,1,0.3715526567646,0.00115881216052298,0.000430716613711302,520,391,756,0,0
"1042",1042,5e-04,0,0.179003768786788,0.00104213322064809,0,521,391,756,0,0
"1043",1043,5e-04,0,0.429145502282419,0.00107305767501808,0,602,391,756,0,0
"1044",1044,5e-04,0,0.191492930660024,0.00122598845219694,0,650,391,756,0,0
"1045",1045,5e-04,1,0.0572592065669596,0.00124036904865971,7.10641059451511e-05,43,392,757,0,0
"1046",1046,5e-04,2,0.339425448315654,0.000961955949407613,0.000653125571405844,80,392,757,0,0
"1047",1047,5e-04,0,0.113860271061925,0.00109649489123084,0,245,392,757,0,0
"1048",1048,5e-04,1,0.379187766170565,0.000894456013287911,0.000339260990979917,293,392,757,0,0
"1049",1049,5e-04,0,0.149457782227546,0.00116176999163847,0,460,392,757,0,0
"1050",1050,5e-04,0,0.280657346627179,0.000999339061526195,0,466,392,757,0,0
"1051",1051,5e-04,1,0.598439275634415,0.000922848990498081,0.000552371455449951,598,392,757,0,0
"1052",1052,5e-04,1,0.0672837037593126,0.00109035220830601,7.34002658614452e-05,630,392,757,0,0
"1053",1053,5e-04,0,0.766065972074311,0.000775123340574765,0,728,392,757,0,0
"1054",1054,5e-04,7,0.0153922427947431,0.000840746081240456,9.06207699634676e-05,736,392,757,0,0
"1055",1055,5e-04,1,0.0816360404536067,0.000681851740067071,5.56811118028744e-05,85,393,758,0,0
"1056",1056,5e-04,0,0.017240882338259,0.00116534599378633,0,174,393,758,0,0
"1057",1057,5e-04,0,0.0912076493259519,0.000707205837387032,0,249,393,758,0,0
"1058",1058,5e-04,0,0.402093937887315,0.000968631880292932,0,328,393,758,0,0
"1059",1059,5e-04,0,1.36509337678441,0.00111587792179575,0,383,393,758,0,0
"1060",1060,5e-04,1,0.200289364345372,0.00097809202740754,0.000195978091555249,492,393,758,0,0
"1061",1061,5e-04,3,0.296462990517232,0.000962033253676709,0.000855667306300045,628,393,758,0,0
"1062",1062,5e-04,0,0.0190001941059812,0.0010918103644365,0,654,393,758,0,0
"1063",1063,5e-04,0,0.00822346759960055,0.000801950300709051,0,27,394,759,0,0
"1064",1064,5e-04,0,0.182563139079139,0.00113247249254967,0,94,394,759,0,0
"1065",1065,5e-04,0,0.0630756240824012,0.000966423202160753,0,97,394,759,0,0
"1066",1066,5e-04,1,0.545292960268385,0.00067024377497873,0.00036553492282343,160,394,759,0,0
"1067",1067,5e-04,2,0.286444265941594,0.000886605234675265,0.000508022182352241,187,394,759,0,0
"1068",1068,5e-04,0,0.261307358263496,0.00120186459641749,0,383,394,759,0,0
"1069",1069,5e-04,0,0.982351456532135,0.00114425803507794,0,394,394,759,0,0
"1070",1070,5e-04,4,0.579074058470256,0.000949958526515746,0.00219900978467524,565,394,759,0,0
"1071",1071,5e-04,0,0.290939393720094,0.00114173151536037,0,654,394,759,0,0
"1072",1072,5e-04,2,0.0800206880433144,0.000798695175665255,0.000127867172795781,717,394,759,0,0
"1073",1073,5e-04,0,0.0255069291684777,0.000740451935543651,0,728,394,759,0,0
"1074",1074,5e-04,1,0.0702193696517497,0.0010001206117112,7.02605121317701e-05,29,395,760,0,0
"1075",1075,5e-04,0,0.753629626109641,0.00110337768403081,0,55,395,760,0,0
"1076",1076,5e-04,0,0.467244872239359,0.000907722179024158,0,151,395,760,0,0
"1077",1077,5e-04,1,0.0214816451126982,0.000949108360935277,2.03978824745432e-05,154,395,760,0,0
"1078",1078,5e-04,3,0.249440280428592,0.00113571572067733,0.000850001264254385,214,395,760,0,0
"1079",1079,5e-04,0,0.421403568405602,0.000821915619111382,0,283,395,760,0,0
"1080",1080,5e-04,2,0.345613999652181,0.00101684363036295,0.000702981178367312,327,395,760,0,0
"1081",1081,5e-04,0,0.00481578181497753,0.00088521743311442,0,503,395,760,0,0
"1082",1082,5e-04,0,0.0291879442054778,0.00101905142379956,0,627,395,760,0,0
"1083",1083,5e-04,3,0.255573457556765,0.00108430053574674,0.000831460501428349,702,395,760,0,0
"1084",1084,5e-04,2,0.64586640418482,0.000906330623480607,0.00117058219328403,27,396,761,0,0
"1085",1085,5e-04,1,0.203267225297168,0.0010375310040479,0.000210983269579357,101,396,761,0,0
"1086",1086,5e-04,4,0.130486036045477,0.000894549135265056,0.000467004561457984,187,396,761,0,0
"1087",1087,5e-04,0,0.62424619995002,0.00100827042508932,0,265,396,761,0,0
"1088",1088,5e-04,0,0.141994989803061,0.000918980476143829,0,357,396,761,0,0
"1089",1089,5e-04,1,0.0592299905139953,0.000985147677861128,5.83773443069147e-05,394,396,761,0,0
"1090",1090,5e-04,0,0.913275077143564,0.00116427808341332,0,396,396,761,0,0
"1091",1091,5e-04,0,1.01155514265026,0.00119517845140682,0,463,396,761,0,0
"1092",1092,5e-04,1,0.0704805755248335,0.00098212871655442,6.92526133465599e-05,589,396,761,0,0
"1093",1093,5e-04,0,0.927819898725776,0.000946408095826113,0,630,396,761,0,0
"1094",1094,5e-04,0,0.123124505672604,0.000753790011984129,0,702,396,761,0,0
"1095",1095,5e-04,0,0.146396529721096,0.00114268097784613,0,776,396,761,0,0
"1096",1096,5e-04,1,0.226656488093772,0.00096026018845528,0.000217730062218591,21,397,762,0,0
"1097",1097,5e-04,0,1.36688477948197,0.0008867997049446,0,94,397,762,0,0
"1098",1098,5e-04,2,0.713445861039742,0.00101529084496981,0.00144839609184511,129,397,762,0,0
"1099",1099,5e-04,0,0.268135905905131,0.0010978405343309,0,156,397,762,0,0
"1100",1100,5e-04,1,0.249695324670649,0.000985544653949903,0.000246176929882158,172,397,762,0,0
"1101",1101,5e-04,0,0.0528184186039323,0.000906680108328367,0,245,397,762,0,0
"1102",1102,5e-04,1,0.154842795012519,0.00103410028955139,0.000160192995619424,249,397,762,0,0
"1103",1103,5e-04,0,0.208567791762431,0.00102763817113466,0,259,397,762,0,0
"1104",1104,5e-04,0,0.216705188854333,0.00101576922401522,0,266,397,762,0,0
"1105",1105,5e-04,5,0.011135528524563,0.000818440404764721,4.55864511385018e-05,375,397,762,0,0
"1106",1106,5e-04,0,0.00829854685624381,0.0012495166764947,0,383,397,762,0,0
"1107",1107,5e-04,0,0.38694664890549,0.000919934809948691,0,503,397,762,0,0
"1108",1108,5e-04,4,0.175583033775911,0.00123410396040658,0.000866910156302914,532,397,762,0,0
"1109",1109,5e-04,0,0.398668434830818,0.00094914698728623,0,602,397,762,0,0
"1110",1110,5e-04,0,0.0171187780052227,0.000985636414288932,0,630,397,762,0,0
"1111",1111,5e-04,0,0.0760857805745134,0.00118204012735734,0,632,397,762,0,0
"1112",1112,5e-04,0,0.0695474918690726,0.00106731518979413,0,666,397,762,0,0
"1113",1113,5e-04,1,0.275559842201386,0.000935902213467685,0.000257984541091716,730,397,762,0,0
"1114",1114,5e-04,1,0.173523585218936,0.000899313297681872,0.000156110093147865,732,397,762,0,0
"1115",1115,5e-04,2,0.545862293776996,0.00120072731151939,0.00131079131590095,834,397,762,0,0
"1116",1116,5e-04,0,0.624955844300229,0.00106975757555025,0,154,398,763,0,0
"1117",1117,5e-04,0,0.803201501219909,0.00114686808646962,0,172,398,763,0,0
"1118",1118,5e-04,0,0.119418508233503,0.00109018313651127,0,187,398,763,0,0
"1119",1119,5e-04,0,0.19672874500975,0.000980535085328446,0,245,398,763,0,0
"1120",1120,5e-04,0,0.418147230677992,0.00121105171889672,0,329,398,763,0,0
"1121",1121,5e-04,1,0.56236000654561,0.00113504148497394,0.000638460558118448,354,398,763,0,0
"1122",1122,5e-04,0,0.427067694601543,0.000923905273010144,0,697,398,763,0,0
"1123",1123,5e-04,0,0.28188149788088,0.00082501828078798,0,728,398,763,0,0
"1124",1124,5e-04,1,0.196753376768902,0.000891203676601696,0.000175410128152143,751,398,763,0,0
"1125",1125,5e-04,0,0.00771126510017693,0.000905590230803328,0,151,399,764,0,0
"1126",1126,5e-04,0,0.0768345371584102,0.000815789554957085,0,376,399,764,0,0
"1127",1127,5e-04,3,0.20479502803646,0.00108631605381114,0.000667556240525724,394,399,764,0,0
"1128",1128,5e-04,0,0.131993483193219,0.000982412906443392,0,395,399,764,0,0
"1129",1129,5e-04,1,0.0139792886913532,0.000867295457010832,1.21293606751838e-05,553,399,764,0,0
"1130",1130,5e-04,1,0.175268998090178,0.00136445634107536,0.000239281564748062,555,399,764,0,0
"1131",1131,5e-04,0,0.0618521510157734,0.000916714980284301,0,562,399,764,0,0
"1132",1132,5e-04,2,0.308241394242708,0.00097002226586554,0.000598113315570914,627,399,764,0,0
"1133",1133,5e-04,3,0.290418376854125,0.000825586226177497,0.000719334474153399,55,400,765,0,0
"1134",1134,5e-04,0,0.029219020644652,0.000921323214302221,0,65,400,765,0,0
"1135",1135,5e-04,1,0.282363484956623,0.0011060352231332,0.000312427981343455,85,400,765,0,0
"1136",1136,5e-04,0,0.478746001460562,0.000911132768808358,0,93,400,765,0,0
"1137",1137,5e-04,0,0.353534104941849,0.000891041371670651,0,112,400,765,0,0
"1138",1138,5e-04,0,0.28869706474847,0.000922029516831349,0,187,400,765,0,0
"1139",1139,5e-04,0,0.221500134233312,0.000876518730683362,0,349,400,765,0,0
"1140",1140,5e-04,0,0.070896107851757,0.00100167937710089,0,396,400,765,0,0
"1141",1141,5e-04,0,0.441734252099819,0.00100547710050083,0,478,400,765,0,0
"1142",1142,5e-04,0,0.482753456172474,0.00122301963867882,0,486,400,765,0,0
"1143",1143,5e-04,0,0.567319279697664,0.00082296874569685,0,602,400,765,0,0
"1144",1144,5e-04,1,1.02179634193505,0.00102144658862212,0.00104369876538535,621,400,765,0,0
"1145",1145,5e-04,2,0.184163417341188,0.00102388745193901,0.000377247247379309,650,400,765,0,0
"1146",1146,5e-04,2,0.110687345406041,0.00142173279734396,0.000314910011151026,729,400,765,0,0
"1147",1147,5e-04,0,0.335302122762863,0.00114930274899728,0,101,401,766,0,0
"1148",1148,5e-04,3,0.101240934245288,0.00115896287903465,0.000352145573283225,105,401,766,0,0
"1149",1149,5e-04,1,0.205968047166243,0.000814881049594084,0.000167893784488449,137,401,766,0,0
"1150",1150,5e-04,1,0.183700953517109,0.00114019408271123,0.000209552281413616,151,401,766,0,0
"1151",1151,5e-04,0,0.20173600804992,0.00143352643789351,0,310,401,766,0,0
"1152",1152,5e-04,1,0.775301662608426,0.00119731131392492,0.000928402382454063,378,401,766,0,0
"1153",1153,5e-04,1,0.374755567730561,0.000933959971429393,0.000350108944848104,402,401,766,0,0
"1154",1154,5e-04,0,0.00115992520004511,0.000957739997941823,0,518,401,766,0,0
"1155",1155,5e-04,3,0.0289845373481512,0.000997721037007311,8.67949887536357e-05,540,401,766,0,0
"1156",1156,5e-04,0,0.295812396692548,0.000907690200470302,0,728,401,766,0,0
"1157",1157,5e-04,0,0.27310658431283,0.000904161886954835,0,29,402,767,0,0
"1158",1158,5e-04,4,0.0433584314770997,0.000955431340120079,0.000165769485749534,119,402,767,0,0
"1159",1159,5e-04,4,0.422544853736587,0.00116948052778893,0.00197583409727176,375,402,767,0,0
"1160",1160,5e-04,0,0.113210439076647,0.00100964997897369,0,396,402,767,0,0
"1161",1161,5e-04,0,0.211098818291791,0.00092793636844499,0,460,402,767,0,0
"1162",1162,5e-04,0,0.0183138726744801,0.00102128511462649,0,466,402,767,0,0
"1163",1163,5e-04,0,0.0140846218012254,0.000745724616376597,0,494,402,767,0,0
"1164",1164,5e-04,1,0.0249511957168579,0.000974532993092058,2.43273234892261e-05,760,402,767,0,0
"1165",1165,5e-04,1,0.276841566556462,0.00110130094944128,0.000305007364804988,85,403,768,0,0
"1166",1166,5e-04,3,0.273443543560199,0.00103045739101207,0.000845394044752479,141,403,768,0,0
"1167",1167,5e-04,0,0.767650502696078,0.000808247349396646,0,172,403,768,0,0
"1168",1168,5e-04,1,0.454276350860424,0.00114173410251193,0.000518824478818014,383,403,768,0,0
"1169",1169,5e-04,0,0.00903732650913298,0.0010174875846628,0,736,403,768,0,0
"1170",1170,5e-04,1,0.167125348560512,0.00081344566862238,0.000135993465865347,156,404,769,0,0
"1171",1171,5e-04,1,0.119244913989678,0.000735274652868533,8.77061657568179e-05,211,404,769,0,0
"1172",1172,5e-04,0,1.80216185589483,0.0011987828109481,0,463,404,769,0,0
"1173",1173,5e-04,1,0.0645605971296967,0.00117391013671483,7.5829983358755e-05,502,404,769,0,0
"1174",1174,5e-04,0,0.581341711406536,0.000879073513621696,0,541,404,769,0,0
"1175",1175,5e-04,0,0.0757010881255665,0.00101868654679681,0,558,404,769,0,0
"1176",1176,5e-04,1,0.0448811382986605,0.000907745752840273,4.07583343092766e-05,627,404,769,0,0
"1177",1177,5e-04,1,0.1060372722385,0.000978774649795123,0.000103832028092721,665,404,769,0,0
"1178",1178,5e-04,0,0.234596717810694,0.00104176230304498,0,730,404,769,0,0
"1179",1179,5e-04,1,0.0262481436599046,0.00122161479733628,3.20842075666183e-05,359,405,770,0,0
"1180",1180,5e-04,0,0.0781378422863781,0.00101863729066625,0,395,405,770,0,0
"1181",1181,5e-04,0,0.366373178024418,0.00077427615336477,0,428,405,770,0,0
"1182",1182,5e-04,3,0.25105973053723,0.00112743531587807,0.000849279025103677,593,405,770,0,0
"1183",1183,5e-04,3,0.146896880026907,0.000818037985622912,0.000360584189882607,604,405,770,0,0
"1184",1184,5e-04,4,0.775229092090767,0.00111867385789096,0.0034648393595057,626,405,770,0,0
"1185",1185,5e-04,0,0.0201440619304776,0.000772199803381081,0,29,406,771,0,0
"1186",1186,5e-04,0,0.378437393052939,0.000903407064167918,0,43,406,771,0,0
"1187",1187,5e-04,2,0.0430113910697401,0.00105695665441234,9.09662987063076e-05,283,406,771,0,0
"1188",1188,5e-04,1,0.385837152587686,0.00113626740903976,0.000438567249651856,293,406,771,0,0
"1189",1189,5e-04,1,0.251843007662866,0.0010105424660182,0.000254594316620227,329,406,771,0,0
"1190",1190,5e-04,0,0.186420108983293,0.00101938378735622,0,587,406,771,0,0
"1191",1191,5e-04,0,0.193055070284754,0.00122711404559754,0,602,406,771,0,0
"1192",1192,5e-04,0,0.00177070908235543,0.000969495306973108,0,654,406,771,0,0
"1193",1193,5e-04,2,0.218583258601341,0.000998736626724432,0.000436736991913489,730,406,771,0,0
"1194",1194,5e-04,0,0.0123978415551789,0.00104089776122215,0,751,406,771,0,0
"1195",1195,5e-04,0,0.235084740153018,0.00110640067408328,0,55,407,772,0,0
"1196",1196,5e-04,3,0.193582922313362,0.000916646374562735,0.000532443586865439,91,407,772,0,0
"1197",1197,5e-04,4,0.132244830485433,0.00105851224084649,0.000560070745470376,442,407,772,0,0
"1198",1198,5e-04,5,0.841843123683586,0.000732307781871155,0.00307882123135161,518,407,772,0,0
"1199",1199,5e-04,0,0.24829043362892,0.00105356801537146,0,589,407,772,0,0
"1200",1200,5e-04,1,0.74351758479889,0.00132710027493035,0.000986890413851249,29,408,773,0,0
"1201",1201,5e-04,0,0.0281001098027704,0.000993848264330394,0,55,408,773,0,0
"1202",1202,5e-04,0,0.00928109056303391,0.00101879354482616,0,187,408,773,0,0
"1203",1203,5e-04,4,0.0897330120710596,0.000861220496087494,0.000309205009517255,231,408,773,0,0
"1204",1204,5e-04,2,0.0803424869198352,0.00103543544186555,0.00016645125916015,349,408,773,0,0
"1205",1205,5e-04,1,1.33655450299271,0.000897777240119865,0.00119974689722302,593,408,773,0,0
"1206",1206,5e-04,0,0.246074228041772,0.000999381663244249,0,666,408,773,0,0
"1207",1207,5e-04,1,0.0366457460448146,0.000917349559336842,3.36318221110243e-05,736,408,773,0,0
"1208",1208,5e-04,0,0.15686448616907,0.000866335900548518,0,223,409,774,0,0
"1209",1209,5e-04,4,1.05906269413637,0.000944062243324949,0.00399317935821586,283,409,774,0,0
"1210",1210,5e-04,0,0.0569367815740406,0.000911561880479623,0,396,409,774,0,0
"1211",1211,5e-04,0,0.533389157613224,0.000920551808513496,0,426,409,774,0,0
"1212",1212,5e-04,2,0.563799072031803,0.00117571436112415,0.00132563385495987,521,409,774,0,0
"1213",1213,5e-04,0,0.012153126206249,0.000943343216272994,0,709,409,774,0,0
"1214",1214,5e-04,2,0.374099005466763,0.00082018740325952,0.000613725973685697,718,409,774,0,0
"1215",1215,5e-04,1,0.128234562696889,0.00135978982855121,0.000174475493659787,721,409,774,0,0
"1216",1216,5e-04,1,0.900124867607094,0.000865262118161913,0.000778877613370366,150,410,775,0,0
"1217",1217,5e-04,0,0.0885036409366876,0.00109243814885446,0,187,410,775,0,0
"1218",1218,5e-04,0,0.285711955825303,0.00090459107840568,0,466,410,775,0,0
"1219",1219,5e-04,5,0.150920669781044,0.0010717515032167,0.000808853672844778,486,410,775,0,0
"1220",1220,5e-04,0,0.454651912840823,0.000946967580418651,0,555,410,775,0,0
"1221",1221,5e-04,1,0.245711177829904,0.000943884982044093,0.000232005696473858,630,410,775,0,0
"1222",1222,5e-04,0,0.726098567768376,0.000970273180891129,0,749,410,775,0,0
"1223",1223,5e-04,1,0.821954678520005,0.00104004767595743,0.000854951236213597,43,411,776,0,0
"1224",1224,5e-04,4,0.21395171838788,0.000973439792697064,0.000833134953989068,85,411,776,0,0
"1225",1225,5e-04,1,0.584324224018121,0.00087073047278402,0.000508881021618279,118,411,776,0,0
"1226",1226,5e-04,5,0.449546395403273,0.00122673905897977,0.00275527054347879,198,411,776,0,0
"1227",1227,5e-04,0,0.516911325951047,0.00108257278565003,0,303,411,776,0,0
"1228",1228,5e-04,0,0.703822525739114,0.000751321815427985,0,312,411,776,0,0
"1229",1229,5e-04,2,0.00203450899660493,0.000873428496927423,3.55554293396398e-06,323,411,776,0,0
"1230",1230,5e-04,3,0.328748705498804,0.000875043233932754,0.00086301318602422,328,411,776,0,0
"1231",1231,5e-04,2,0.545876869347818,0.000845209805867119,0.000922725175786732,426,411,776,0,0
"1232",1232,5e-04,0,0.710846384341391,0.000938144399299938,0,428,411,776,0,0
"1233",1233,5e-04,0,0.0676447817590088,0.00115869324570639,0,661,411,776,0,0
"1234",1234,5e-04,0,0.0251674718689173,0.00101238128858149,0,709,411,776,0,0
"1235",1235,5e-04,0,0.74033858083133,0.00097005881057243,0,122,412,777,0,0
"1236",1236,5e-04,4,0.0446262423880398,0.00115092751194252,0.000205543471202052,141,412,777,0,0
"1237",1237,5e-04,1,0.0994572086725384,0.000953871164597514,9.49101345809611e-05,198,412,777,0,0
"1238",1238,5e-04,0,0.38745145293555,0.00100586086273722,0,286,412,777,0,0
"1239",1239,5e-04,0,0.00604896512813866,0.00114011243611993,0,310,412,777,0,0
"1240",1240,5e-04,1,0.527770512898393,0.000924988141363209,0.000488288134679826,332,412,777,0,0
"1241",1241,5e-04,0,0.0342003508141898,0.00116644681404602,0,349,412,777,0,0
"1242",1242,5e-04,2,0.160866155102849,0.000949213087791639,0.000305490880841752,698,412,777,0,0
"1243",1243,5e-04,1,0.0460074448026717,0.00104384155622227,4.80484108503765e-05,93,413,778,0,0
"1244",1244,5e-04,4,0.776500128358047,0.000887037061636773,0.00275256497348064,223,413,778,0,0
"1245",1245,5e-04,0,0.00741112316027284,0.00118229808113495,0,239,413,778,0,0
"1246",1246,5e-04,1,0.602915267248578,0.000718848689355268,0.000433466726742382,286,413,778,0,0
"1247",1247,5e-04,3,0.479912614610918,0.00108134071324911,0.00155647692674399,329,413,778,0,0
"1248",1248,5e-04,0,0.225469013063759,0.000779215871054435,0,402,413,778,0,0
"1249",1249,5e-04,0,0.280470521828595,0.000885897609640662,0,460,413,778,0,0
"1250",1250,5e-04,0,0.155455104354769,0.000916989581740698,0,659,413,778,0,0
"1251",1251,5e-04,1,0.000850828550755978,0.00106255115546683,9.04529090184347e-07,686,413,778,0,0
"1252",1252,5e-04,0,0.213247373639375,0.00109582418264969,0,705,413,778,0,0
"1253",1253,5e-04,3,0.211708154061072,0.00112188424558375,0.000712682040256096,760,413,778,0,0
"1254",1254,5e-04,0,0.296399382239216,0.000968831774426064,0,40,414,779,0,0
"1255",1255,5e-04,1,0.40710971233106,0.000945663865270805,0.000385096925199946,123,414,779,0,0
"1256",1256,5e-04,0,0.15059000425972,0.000896533147395976,0,196,414,779,0,0
"1257",1257,5e-04,0,0.195284658484161,0.000932872131186139,0,292,414,779,0,0
"1258",1258,5e-04,1,0.871567951837435,0.000942305769064674,0.000821333223564924,299,414,779,0,0
"1259",1259,5e-04,0,0.098911717068404,0.000883126846189952,0,395,414,779,0,0
"1260",1260,5e-04,0,0.434020536926515,0.00113869140231168,0,399,414,779,0,0
"1261",1261,5e-04,2,0.476389654328055,0.000947833006120816,0.000903095892611061,428,414,779,0,0
"1262",1262,5e-04,2,0.634970164447467,0.000846274441827741,0.00107459526146991,551,414,779,0,0
"1263",1263,5e-04,1,0.0221966814715415,0.000960740604397675,2.13352761566643e-05,602,414,779,0,0
"1264",1264,5e-04,0,0.146887402337375,0.00104767141502086,0,654,414,779,0,0
"1265",1265,5e-04,1,0.220678063147887,0.000817517131380013,0.000180465594838974,760,414,779,0,0
"1266",1266,5e-04,1,0.0533501849484585,0.000998064673133644,5.32721055290786e-05,40,415,780,0,0
"1267",1267,5e-04,0,0.026619153231027,0.00116004790979443,0,329,415,780,0,0
"1268",1268,5e-04,2,0.28573268650702,0.00121462876533816,0.000694299032939161,399,415,780,0,0
"1269",1269,5e-04,0,0.108166118106593,0.000936483365435873,0,455,415,780,0,0
"1270",1270,5e-04,2,0.244850714199849,0.00096851271334598,0.000474399318695418,460,415,780,0,0
"1271",1271,5e-04,0,0.303629429190355,0.00145140976470925,0,541,415,780,0,0
"1272",1272,5e-04,0,0.0436016642488539,0.000976273854578233,0,650,415,780,0,0
"1273",1273,5e-04,7,0.106855132797962,0.000995273447837775,0.000744543936500142,730,415,780,0,0
"1274",1274,5e-04,2,0.116629549084031,0.00107201706813714,0.000250160568107449,732,415,780,0,0
"1275",1275,5e-04,1,0.686698534488123,0.00103815220495099,0.000713013587050781,740,415,780,0,0
"1276",1276,5e-04,1,0.100713324329296,0.00094584727513507,9.52999609172833e-05,1037,415,780,0,0
"1277",1277,5e-04,0,0.343424874531541,0.000891089545314638,0,29,416,781,0,0
"1278",1278,5e-04,3,0.513441897425158,0.00104968730500931,0.00161640173120914,85,416,781,0,0
"1279",1279,5e-04,0,0.161910377629101,0.00108184789627223,0,151,416,781,0,0
"1280",1280,5e-04,5,0.156884416232195,0.000923934080543423,0.00072482649955341,187,416,781,0,0
"1281",1281,5e-04,0,0.976252211579933,0.00110893191310415,0,245,416,781,0,0
"1282",1282,5e-04,0,0.789868378919591,0.00122656354154807,0,319,416,781,0,0
"1283",1283,5e-04,1,0.278454466030119,0.000967842000951543,0.000269594081443558,372,416,781,0,0
"1284",1284,5e-04,4,0.0870538460556418,0.000971182900417275,0.000338287918672853,388,416,781,0,0
"1285",1285,5e-04,1,0.0720638168044388,0.00105427168929348,7.60120300516975e-05,555,416,781,0,0
"1286",1286,5e-04,2,0.366524204099405,0.000985405906880774,0.000722445280193162,592,416,781,0,0
"1287",1287,5e-04,1,0.061610991711006,0.00109821020280362,6.76967088505398e-05,597,416,781,0,0
"1288",1288,5e-04,0,0.224589913977746,0.00125934488621261,0,642,416,781,0,0
"1289",1289,5e-04,2,0.626363885551136,0.000821864442692801,0.00102946546434823,655,416,781,0,0
"1290",1290,5e-04,0,0.27837452496073,0.00105477370913271,0,670,416,781,0,0
"1291",1291,5e-04,0,0.133298985738765,0.00120284202963638,0,97,417,782,0,0
"1292",1292,5e-04,0,0.00973133007064462,0.000958682408946618,0,123,417,782,0,0
"1293",1293,5e-04,0,0.155815975587994,0.000987583864524102,0,151,417,782,0,0
"1294",1294,5e-04,1,0.0409730203449726,0.000734942735029901,3.01234409399997e-05,187,417,782,0,0
"1295",1295,5e-04,3,0.0994338068179786,0.000980606529931661,0.000292617015608898,335,417,782,0,0
"1296",1296,5e-04,0,0.165066397888586,0.000979120319477049,0,460,417,782,0,0
"1297",1297,5e-04,1,0.664957744031589,0.000982672367951559,0.000653543215494268,466,417,782,0,0
"1298",1298,5e-04,1,0.0360133920324825,0.000846655234166364,3.05033765685137e-05,571,417,782,0,0
"1299",1299,5e-04,1,0.703504861667197,0.00115070393651537,0.000809663978646791,717,417,782,0,0
"1300",1300,5e-04,0,0.125257252436131,0.00099334681200078,0,150,418,783,0,0
"1301",1301,5e-04,1,0.0189934854230525,0.000921554501848745,1.75114488579764e-05,151,418,783,0,0
"1302",1302,5e-04,1,0.247990386089592,0.0010935545320365,0.000271302590674538,172,418,783,0,0
"1303",1303,5e-04,1,0.616563785050936,0.000927130510849748,0.000571736747298601,200,418,783,0,0
"1304",1304,5e-04,0,0.0209160060156137,0.00114040528844208,0,231,418,783,0,0
"1305",1305,5e-04,2,0.0229418606031686,0.00088227322829209,4.04990273208394e-05,303,418,783,0,0
"1306",1306,5e-04,0,0.565730489392705,0.000952905536546597,0,328,418,783,0,0
"1307",1307,5e-04,4,0.250418592093946,0.000990195987294212,0.000991853117646602,463,418,783,0,0
"1308",1308,5e-04,0,0.0776121884118766,0.00106622094806238,0,466,418,783,0,0
"1309",1309,5e-04,1,0.0931646373588592,0.00103004419702267,9.6008542352366e-05,555,418,783,0,0
"1310",1310,5e-04,3,0.0289730428252369,0.00109447997549188,9.51788134515574e-05,632,418,783,0,0
"1311",1311,5e-04,3,0.374763569130067,0.000925791319138908,0.00104079867652895,760,418,783,0,0
"1312",1312,5e-04,0,0.64976784229223,0.000896418621917519,0,1240,418,783,0,0
"1313",1313,5e-04,0,0.477003485075474,0.00137213170461527,0,55,419,784,0,0
"1314",1314,5e-04,0,0.28782149812809,0.00101300495468618,0,97,419,784,0,0
"1315",1315,5e-04,0,0.155681999539956,0.0010113840141929,0,154,419,784,0,0
"1316",1316,5e-04,1,0.054969350197569,0.00126640765200854,6.96552965253616e-05,178,419,784,0,0
